CD_CNES,DS_ESPECIALIDADE,TIPO,DS_DADO,NM_REGIAO_SAUDE,ANO,QTD_PROD,QTD_META,PORTE_HOSP,cluster,cluster2
2232162,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,6432,96,Hospital Geral III,2,0
2232162,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,6586,96,Hospital Geral III,2,0
2235323,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2024,3887,96,Hospital Geral II,2,0
2235323,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2022,4913,96,Hospital Geral II,2,0
2235323,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2023,5734,96,Hospital Geral II,2,0
2232170,Urologia,SIA,CONSULTA,07 - Vale dos Sinos,2022,1498,84,Hospital Geral II,2,0
2237253,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,7706,84,Hospital Geral III,2,0
2237253,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,12667,84,Hospital Geral III,2,0
2237253,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,9479,84,Hospital Geral III,2,0
2253054,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2022,10474,96,Hospital Geral III,2,0
2253054,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2023,11662,96,Hospital Geral III,2,0
2253054,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2024,6995,96,Hospital Geral III,2,0
2232162,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,6067,96,Hospital Geral III,2,0
2257548,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2024,4417,96,Hospital Geral III,2,0
2257548,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2022,5960,96,Hospital Geral III,2,0
2235412,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2024,1807,96,Hospital Geral I,2,0
2235412,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2023,2863,96,Hospital Geral I,2,0
2235412,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2022,2552,96,Hospital Geral I,2,0
2257815,Urologia,SIA,CONSULTA,05 - Bons Ventos,2023,1754,84,Hospital Geral II,2,0
2257815,Urologia,SIA,CONSULTA,05 - Bons Ventos,2024,1292,84,Hospital Geral II,2,0
2257815,Urologia,SIA,CONSULTA,05 - Bons Ventos,2022,290,84,Hospital Geral II,2,0
2227762,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2022,4553,96,Hospital Geral III,2,0
2227762,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2023,10372,96,Hospital Geral III,2,0
2227762,Traumato/Ortopedia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2024,7953,96,Hospital Geral III,2,0
2257548,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2023,6736,96,Hospital Geral III,2,0
2246767,Traumato/Ortopedia,SIA,CONSULTA,18 - Araucárias,2022,2305,96,Hospital Geral I,2,0
2246767,Traumato/Ortopedia,SIA,CONSULTA,18 - Araucárias,2023,3125,96,Hospital Geral I,2,0
2246767,Traumato/Ortopedia,SIA,CONSULTA,18 - Araucárias,2024,2235,96,Hospital Geral I,2,0
2232162,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,422,84,Hospital Geral III,2,0
2232162,Urologia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,6,84,Hospital Geral III,2,0
3508528,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,14611,96,Hospital Geral III,2,0
3508528,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,15383,96,Hospital Geral III,2,0
3508528,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,7187,96,Hospital Geral III,2,0
6424236,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2022,7379,96,Hospital Geral III,2,0
6424236,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2024,3163,96,Hospital Geral III,2,0
6424236,Traumato/Ortopedia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2023,7155,96,Hospital Geral III,2,0
2233312,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2023,2660,96,Hospital Geral III,2,0
2233312,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2024,1773,96,Hospital Geral III,2,0
3626245,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2022,5790,96,Hospital Geral III,2,0
3626245,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2023,6108,96,Hospital Geral III,2,0
3626245,Traumato/Ortopedia,SIA,CONSULTA,08 - Vale do Caí e Metropolitana,2024,3442,96,Hospital Geral III,2,0
7513151,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,2550,96,Hospital Geral III,2,0
7513151,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,3169,96,Hospital Geral III,2,0
7513151,Traumato/Ortopedia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,3921,96,Hospital Geral III,2,0
2233312,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2022,2949,96,Hospital Geral III,2,0
2248220,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2024,3425,96,Hospital Geral III,2,0
2792974,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2022,7164,96,Hospital Geral III,2,0
2792974,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2024,3873,96,Hospital Geral III,2,0
2792974,Traumato/Ortopedia,SIA,CONSULTA,28 - Vale do Rio Pardo,2023,6738,96,Hospital Geral III,2,0
2234432,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2022,3010,96,Hospital Geral I,2,0
2234432,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2024,2020,96,Hospital Geral I,2,0
2234432,Traumato/Ortopedia,SIA,CONSULTA,27 - Jacuí Centro,2023,2480,96,Hospital Geral I,2,0
2793008,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2022,4343,96,Hospital Geral III,2,0
2793008,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2024,3261,96,Hospital Geral III,2,0
2793008,Traumato/Ortopedia,SIA,CONSULTA,05 - Bons Ventos,2023,5556,96,Hospital Geral III,2,0
2235404,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2022,1209,96,Hospital Geral II,2,0
2235404,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2023,2685,96,Hospital Geral II,2,0
2235404,Traumato/Ortopedia,SIA,CONSULTA,20 - Rota da Produção,2024,1517,96,Hospital Geral II,2,0
2248220,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2023,4648,96,Hospital Geral III,2,0
2248220,Traumato/Ortopedia,SIA,CONSULTA,03 - Fronteira Oeste,2022,3196,96,Hospital Geral III,2,0
2232995,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2023,4589,96,Hospital Geral III,2,0
2232995,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2022,3278,96,Hospital Geral III,2,0
2232995,Traumato/Ortopedia,SIA,CONSULTA,21 - Sul,2024,3075,96,Hospital Geral III,2,0
5922216,Traumato/Ortopedia,SIA,CONSULTA,01 - Verdes Campos,2022,17945,96,Hospital Geral III,2,0
2707918,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2022,524,1200,Hospital Geral III,1,1
2707918,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2023,663,1200,Hospital Geral III,1,1
2707918,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2024,447,1200,Hospital Geral III,1,1
6424236,Urologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2023,2157,84,Hospital Geral III,2,0
6424236,Urologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2024,1393,84,Hospital Geral III,2,0
6424236,Urologia,SIA,CONSULTA,09 - Carbonífera/Costa Doce,2022,1932,84,Hospital Geral III,2,0
7513151,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,3991,84,Hospital Geral III,2,0
7513151,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,2197,84,Hospital Geral III,2,0
7513151,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,2238,84,Hospital Geral III,2,0
2232162,Oftalmologia,SIA,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,105,1200,Hospital Geral III,1,1
2232162,Oftalmologia,SIA,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,82,1200,Hospital Geral III,1,1
2232170,Oftalmologia,SIA,CIRURGIA,07 - Vale dos Sinos,2022,3875,1200,Hospital Geral II,1,1
2232170,Oftalmologia,SIA,CIRURGIA,07 - Vale dos Sinos,2023,3371,1200,Hospital Geral II,1,1
2248239,Oftalmologia,SIA,CIRURGIA,03 - Fronteira Oeste,2022,3543,1200,Hospital Geral II,1,1
2248239,Oftalmologia,SIA,CIRURGIA,03 - Fronteira Oeste,2023,2575,1200,Hospital Geral II,1,1
2248239,Oftalmologia,SIA,CIRURGIA,03 - Fronteira Oeste,2024,1852,1200,Hospital Geral II,1,1
2234432,Urologia,SIA,CONSULTA,27 - Jacuí Centro,2023,1858,84,Hospital Geral I,2,0
2234432,Urologia,SIA,CONSULTA,27 - Jacuí Centro,2024,1286,84,Hospital Geral I,2,0
2234432,Urologia,SIA,CONSULTA,27 - Jacuí Centro,2022,1829,84,Hospital Geral I,2,0
2252198,Urologia,SIA,CONSULTA,29 - Vales e Montanhas,2023,2166,84,Hospital Geral II,2,0
2252198,Urologia,SIA,CONSULTA,29 - Vales e Montanhas,2024,1288,84,Hospital Geral II,2,0
2252198,Urologia,SIA,CONSULTA,29 - Vales e Montanhas,2022,1517,84,Hospital Geral II,2,0
2232170,Oftalmologia,SIA,CIRURGIA,07 - Vale dos Sinos,2024,1829,1200,Hospital Geral II,1,1
2232995,Oftalmologia,SIA,CIRURGIA,21 - Sul,2022,994,1200,Hospital Geral III,1,1
2232995,Oftalmologia,SIA,CIRURGIA,21 - Sul,2023,2142,1200,Hospital Geral III,1,1
2232995,Oftalmologia,SIA,CIRURGIA,21 - Sul,2024,1616,1200,Hospital Geral III,1,1
2241048,Urologia,SIA,CONSULTA,24 - Campos de Cima da Serra,2023,760,84,Hospital Geral III,2,0
2241048,Urologia,SIA,CONSULTA,24 - Campos de Cima da Serra,2022,227,84,Hospital Geral III,2,0
2241048,Urologia,SIA,CONSULTA,24 - Campos de Cima da Serra,2024,842,84,Hospital Geral III,2,0
2257645,Urologia,SIA,CONSULTA,25 - Vinhedos e Basalto,2022,2147,84,Hospital Geral II,2,0
2233320,Oftalmologia,SIA,CIRURGIA,21 - Sul,2022,2793,1200,Hospital Geral II,1,1
2233320,Oftalmologia,SIA,CIRURGIA,21 - Sul,2023,2059,1200,Hospital Geral II,1,1
2233320,Oftalmologia,SIA,CIRURGIA,21 - Sul,2024,1209,1200,Hospital Geral II,1,1
2249502,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2022,1077,1200,Hospital Geral I,1,1
2249502,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2023,1472,1200,Hospital Geral I,1,1
2249502,Oftalmologia,SIA,CIRURGIA,16 - Alto Uruguai Gaúcho,2024,775,1200,Hospital Geral I,1,1
3819590,Oftalmologia,SIA,CIRURGIA,18 - Araucárias,2022,338,1200,Hospital Geral II,1,1
3819590,Oftalmologia,SIA,CIRURGIA,18 - Araucárias,2023,1095,1200,Hospital Geral II,1,1
2257645,Urologia,SIA,CONSULTA,25 - Vinhedos e Basalto,2023,2693,84,Hospital Geral II,2,0
2257645,Urologia,SIA,CONSULTA,25 - Vinhedos e Basalto,2024,1558,84,Hospital Geral II,2,0
2248239,Urologia,SIA,CONSULTA,03 - Fronteira Oeste,2024,1633,84,Hospital Geral II,2,0
2248239,Urologia,SIA,CONSULTA,03 - Fronteira Oeste,2023,1178,84,Hospital Geral II,2,0
2250837,Oftalmologia,SIA,CIRURGIA,14 - Fronteira Noroeste,2022,1323,1200,Hospital Geral I,1,1
3819590,Oftalmologia,SIA,CIRURGIA,18 - Araucárias,2024,655,1200,Hospital Geral II,1,1
5223962,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2022,1373,1200,Hospital Geral III,1,1
5922216,Urologia,SIA,CONSULTA,01 - Verdes Campos,2022,1498,84,Hospital Geral III,2,0
5922216,Urologia,SIA,CONSULTA,01 - Verdes Campos,2023,684,84,Hospital Geral III,2,0
5922216,Urologia,SIA,CONSULTA,01 - Verdes Campos,2024,779,84,Hospital Geral III,2,0
2234416,Oftalmologia,SIA,CIRURGIA,27 - Jacuí Centro,2022,448,1200,Hospital Geral II,1,1
2234416,Oftalmologia,SIA,CIRURGIA,27 - Jacuí Centro,2023,465,1200,Hospital Geral II,1,1
2234416,Oftalmologia,SIA,CIRURGIA,27 - Jacuí Centro,2024,272,1200,Hospital Geral II,1,1
2250837,Oftalmologia,SIA,CIRURGIA,14 - Fronteira Noroeste,2023,3626,1200,Hospital Geral I,1,1
2250837,Oftalmologia,SIA,CIRURGIA,14 - Fronteira Noroeste,2024,1606,1200,Hospital Geral I,1,1
2252228,Oftalmologia,SIA,CIRURGIA,29 - Vales e Montanhas,2022,1704,1200,Hospital Geral I,1,1
6389104,Oftalmologia,SIA,CIRURGIA,05 - Bons Ventos,2022,798,1200,Hospital Geral II,1,1
6389104,Oftalmologia,SIA,CIRURGIA,05 - Bons Ventos,2023,2590,1200,Hospital Geral II,1,1
6389104,Oftalmologia,SIA,CIRURGIA,05 - Bons Ventos,2024,2305,1200,Hospital Geral II,1,1
2228734,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2022,1458,84,Hospital Geral I,2,0
2228734,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2023,2096,84,Hospital Geral I,2,0
2228734,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2024,1572,84,Hospital Geral I,2,0
2235323,Urologia,SIA,CONSULTA,20 - Rota da Produção,2024,544,84,Hospital Geral II,2,0
2235323,Urologia,SIA,CONSULTA,20 - Rota da Produção,2023,595,84,Hospital Geral II,2,0
2235323,Urologia,SIA,CONSULTA,20 - Rota da Produção,2022,554,84,Hospital Geral II,2,0
2252228,Oftalmologia,SIA,CIRURGIA,29 - Vales e Montanhas,2023,2443,1200,Hospital Geral I,1,1
2252228,Oftalmologia,SIA,CIRURGIA,29 - Vales e Montanhas,2024,1202,1200,Hospital Geral I,1,1
2223546,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2022,1272,1272,Hospital Geral III,1,1
2223546,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2023,1257,1272,Hospital Geral III,1,1
2249510,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2022,818,84,Hospital Geral II,2,0
2249510,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2023,1790,84,Hospital Geral II,2,0
2249510,Urologia,SIA,CONSULTA,16 - Alto Uruguai Gaúcho,2024,1293,84,Hospital Geral II,2,0
2236362,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2022,658,1200,Hospital Geral II,1,1
2236362,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2023,894,1200,Hospital Geral II,1,1
2236362,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2024,752,1200,Hospital Geral II,1,1
2252295,Oftalmologia,SIA,CIRURGIA,21 - Sul,2022,2073,1200,Hospital Geral III,1,1
5384117,Oftalmologia,SIA,CIRURGIA,15 - Caminho das Águas,2022,1812,1200,Hospital Geral III,1,1
5384117,Oftalmologia,SIA,CIRURGIA,15 - Caminho das Águas,2023,1774,1200,Hospital Geral III,1,1
5384117,Oftalmologia,SIA,CIRURGIA,15 - Caminho das Águas,2024,1267,1200,Hospital Geral III,1,1
5699525,Oftalmologia,SIA,CIRURGIA,02 - Entre Rios,2023,622,1200,HPP,1,1
5384117,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2023,2260,84,Hospital Geral III,2,0
5384117,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2024,1778,84,Hospital Geral III,2,0
5384117,Urologia,SIA,CONSULTA,15 - Caminho das Águas,2022,2001,84,Hospital Geral III,2,0
2237253,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2022,3242,1200,Hospital Geral III,1,1
2237253,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2023,4187,1200,Hospital Geral III,1,1
2237253,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2024,2465,1200,Hospital Geral III,1,1
2252295,Oftalmologia,SIA,CIRURGIA,21 - Sul,2023,2368,1200,Hospital Geral III,1,1
2252295,Oftalmologia,SIA,CIRURGIA,21 - Sul,2024,1609,1200,Hospital Geral III,1,1
2254964,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2022,469,1200,Hospital Geral III,1,1
6424236,Oftalmologia,SIA,CIRURGIA,09 - Carbonífera/Costa Doce,2022,81,1200,Hospital Geral III,1,1
6424236,Oftalmologia,SIA,CIRURGIA,09 - Carbonífera/Costa Doce,2023,236,1200,Hospital Geral III,1,1
6424236,Oftalmologia,SIA,CIRURGIA,09 - Carbonífera/Costa Doce,2024,118,1200,Hospital Geral III,1,1
0181927,Traumato/Ortopedia,SIH,CIRURGIA,09 - Carbonífera/Costa Doce,2023,137,137,Hospital Geral II,2,0
0181927,Traumato/Ortopedia,SIH,CIRURGIA,09 - Carbonífera/Costa Doce,2024,305,137,Hospital Geral II,2,0
2233347,Urologia,SIA,CONSULTA,21 - Sul,2023,2523,84,Hospital Geral II,2,0
2233347,Urologia,SIA,CONSULTA,21 - Sul,2022,1553,84,Hospital Geral II,2,0
2237881,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2022,7556,1200,HPP,1,1
2237881,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2023,7032,1200,HPP,1,1
2237881,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2024,3587,1200,HPP,1,1
2254964,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2023,617,1200,Hospital Geral III,1,1
2254964,Oftalmologia,SIA,CIRURGIA,28 - Vale do Rio Pardo,2024,448,1200,Hospital Geral III,1,1
2257548,Oftalmologia,SIA,CIRURGIA,09 - Carbonífera/Costa Doce,2023,472,1200,Hospital Geral III,1,1
2257548,Oftalmologia,SIA,CIRURGIA,09 - Carbonífera/Costa Doce,2024,797,1200,Hospital Geral III,1,1
2223546,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2024,750,1272,Hospital Geral III,1,1
2233347,Urologia,SIA,CONSULTA,21 - Sul,2024,1649,84,Hospital Geral II,2,0
2241161,Oftalmologia,SIA,CIRURGIA,25 - Vinhedos e Basalto,2022,1736,1200,Hospital Geral I,1,1
2241161,Oftalmologia,SIA,CIRURGIA,25 - Vinhedos e Basalto,2023,1281,1200,Hospital Geral I,1,1
5699525,Oftalmologia,SIA,CIRURGIA,02 - Entre Rios,2024,948,1200,HPP,1,1
2241161,Oftalmologia,SIA,CIRURGIA,25 - Vinhedos e Basalto,2024,728,1200,Hospital Geral I,1,1
2223546,Cirurgia Geral,SIH,CIRURGIA,23 - Caxias e Hortênsias,2022,139,360,Hospital Geral III,2,0
2223546,Cirurgia Geral,SIH,CIRURGIA,23 - Caxias e Hortênsias,2023,122,360,Hospital Geral III,2,0
2223546,Cirurgia Geral,SIH,CIRURGIA,23 - Caxias e Hortênsias,2024,60,360,Hospital Geral III,2,0
2244101,Oftalmologia,SIA,CIRURGIA,01 - Verdes Campos,2022,6616,1200,Hospital Geral II,1,1
2244101,Oftalmologia,SIA,CIRURGIA,01 - Verdes Campos,2023,7310,1200,Hospital Geral II,1,1
2244101,Oftalmologia,SIA,CIRURGIA,01 - Verdes Campos,2024,3568,1200,Hospital Geral II,1,1
2259907,Oftalmologia,SIA,CIRURGIA,11 - Sete Povos das Missões,2022,3559,1200,Hospital Geral III,1,1
2259907,Oftalmologia,SIA,CIRURGIA,11 - Sete Povos das Missões,2023,3353,1200,Hospital Geral III,1,1
2259907,Oftalmologia,SIA,CIRURGIA,11 - Sete Povos das Missões,2024,3918,1200,Hospital Geral III,1,1
2261030,Oftalmologia,SIA,CIRURGIA,13 - Diversidade,2022,472,1200,Hospital Geral II,1,1
2261030,Oftalmologia,SIA,CIRURGIA,13 - Diversidade,2023,499,1200,Hospital Geral II,1,1
5223962,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2023,1558,1200,Hospital Geral III,1,1
5223962,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2024,1005,1200,Hospital Geral III,1,1
2227665,Oftalmologia,SIA,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2022,1237,1200,Hospital Geral II,1,1
2227665,Oftalmologia,SIA,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2023,738,1200,Hospital Geral II,1,1
2227665,Oftalmologia,SIA,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2024,1237,1200,Hospital Geral II,1,1
2261030,Oftalmologia,SIA,CIRURGIA,13 - Diversidade,2024,487,1200,Hospital Geral II,1,1
2227762,Urologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2023,2296,84,Hospital Geral III,2,0
2227762,Urologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2024,1444,84,Hospital Geral III,2,0
2227762,Urologia,SIA,CONSULTA,06 - Vale do Paranhana e Costa Serra,2022,1795,84,Hospital Geral III,2,0
2232014,Oftalmologia,SIA,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,338,1200,Hospital Geral III,1,1
2232014,Oftalmologia,SIA,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,211,1200,Hospital Geral III,1,1
2244969,Oftalmologia,SIA,CIRURGIA,17 - Planalto,2022,2405,1200,HPP,1,1
2244969,Oftalmologia,SIA,CIRURGIA,17 - Planalto,2023,3389,1200,HPP,1,1
2244969,Oftalmologia,SIA,CIRURGIA,17 - Planalto,2024,2457,1200,HPP,1,1
2261995,Oftalmologia,SIA,CIRURGIA,22 - Pampa,2022,2020,1200,Hospital Geral I,1,1
2261995,Oftalmologia,SIA,CIRURGIA,22 - Pampa,2023,1683,1200,Hospital Geral I,1,1
2261995,Oftalmologia,SIA,CIRURGIA,22 - Pampa,2024,2300,1200,Hospital Geral I,1,1
2237822,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2022,579,84,Hospital Geral III,2,0
2237822,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2024,711,84,Hospital Geral III,2,0
2237822,Urologia,SIA,CONSULTA,10 - Capital e Vale do Gravataí,2023,704,84,Hospital Geral III,2,0
2232014,Oftalmologia,SIA,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,507,1200,Hospital Geral III,1,1
2693801,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2022,11286,1200,Hospital Geral III,1,1
2693801,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2023,15332,1200,Hospital Geral III,1,1
2693801,Oftalmologia,SIA,CIRURGIA,10 - Capital e Vale do Gravataí,2024,11827,1200,Hospital Geral III,1,1
2234386,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2022,167,360,Hospital Geral I,2,0
2234386,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2023,211,360,Hospital Geral I,2,0
2234386,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2024,154,360,Hospital Geral I,2,0
2227762,Cirurgia Geral,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2022,793,360,Hospital Geral III,2,0
2232022,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2022,471,471,Hospital Geral III,2,0
2232022,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2023,408,471,Hospital Geral III,2,0
2232154,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2022,529,360,Hospital Geral III,2,0
2232154,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2023,495,360,Hospital Geral III,2,0
2232154,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2024,370,360,Hospital Geral III,2,0
2227762,Cirurgia Geral,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2023,930,360,Hospital Geral III,2,0
2227762,Cirurgia Geral,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2024,500,360,Hospital Geral III,2,0
2232022,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2024,307,471,Hospital Geral III,2,0
2232030,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,632,360,Hospital Geral III,2,0
2232030,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,802,360,Hospital Geral III,2,0
2232154,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2022,828,828,Hospital Geral III,1,1
2232154,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2023,977,828,Hospital Geral III,1,1
2232154,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2024,692,828,Hospital Geral III,1,1
2234432,Cirurgia Geral,SIH,CIRURGIA,27 - Jacuí Centro,2022,167,360,Hospital Geral I,2,0
2234432,Cirurgia Geral,SIH,CIRURGIA,27 - Jacuí Centro,2023,305,360,Hospital Geral I,2,0
2234432,Cirurgia Geral,SIH,CIRURGIA,27 - Jacuí Centro,2024,198,360,Hospital Geral I,2,0
2232030,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,433,360,Hospital Geral III,2,0
2232162,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,618,360,Hospital Geral III,2,0
2232162,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,661,360,Hospital Geral III,2,0
2232162,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,225,360,Hospital Geral III,2,0
2234432,Traumato/Ortopedia,SIH,CIRURGIA,27 - Jacuí Centro,2022,382,382,Hospital Geral I,2,0
2234432,Traumato/Ortopedia,SIH,CIRURGIA,27 - Jacuí Centro,2023,272,382,Hospital Geral I,2,0
2234432,Traumato/Ortopedia,SIH,CIRURGIA,27 - Jacuí Centro,2024,238,382,Hospital Geral I,2,0
2234432,Urologia,SIH,CIRURGIA,27 - Jacuí Centro,2022,328,328,Hospital Geral I,2,0
2227762,Traumato/Ortopedia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2022,518,518,Hospital Geral III,2,0
2227762,Traumato/Ortopedia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2023,735,518,Hospital Geral III,2,0
